date,text,username,tweet_to,times_retweeted,times_favorited,mentions,hashtags,bot_rating,likely_bot
2018-11-24 16:55:51+00:00,I liked a @YouTube video http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charity Message,DarnellaGoGreen,_,0,0,@YouTube,_,0.0022344951904619,False
2018-11-24 16:48:48+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,ShirlJoy1,_,0,0,@YouTube,_,0.3528904417922491,False
2018-11-24 16:41:40+00:00,I liked a @YouTube video http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charity Message,AwakeInCanada1,_,0,0,@YouTube,_,0.0758323567088094,False
2018-11-24 15:55:56+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,faith_and_peace,_,0,1,@YouTube,_,0.001634714911598,False
2018-11-24 15:54:14+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,pablocrz62,_,0,0,@YouTube,_,0.0189044167586513,False
2018-11-24 15:29:59+00:00,I added a video to a @YouTube playlist http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous,TheRealMaxineX,_,0,1,@YouTube,_,0.0165667522459698,False
2018-11-24 14:11:48+00:00,I liked a @YouTube video http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charity Message,VictoriahjBlac1,_,0,0,@YouTube,_,0.3868425932473016,False
2018-11-24 12:14:12+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,lauriedriver910,_,0,0,@YouTube,_,0.0099223000945679,False
2018-11-24 11:52:56+00:00,I added a video to a @YouTube playlist http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous,oib9,_,0,0,@YouTube,_,0.0758323567088094,False
2018-11-24 11:02:40+00:00,100 Billion USD High-Speed Rail &amp; The California Fires. Anonymous Charity Message https://www.youtube.com/attribution_link?a=y-0Imd3fmKA&amp;u=%2Fwatch%3Fv%3DZTbDJPqmRA0%26feature%3Dshare,Spiritology101,_,0,0,_,_,0.3868425932473016,False
2018-11-24 04:15:18+00:00,I added a video to a @YouTube playlist http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous,grandsonofsam,_,0,0,@YouTube,_,0.0321832202696962,False
2018-11-24 02:16:48+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,DanaAnd32062294,_,1,2,@YouTube,_,0.0034565375041747,False
2018-11-24 01:26:09+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,Shelleymterry,_,0,0,@YouTube,_,0.0047755755294263,False
2018-11-24 00:53:10+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,bobbytburress,_,0,0,@YouTube,_,0.0112593465706467,False
2018-11-23 22:58:01+00:00,I liked a @YouTube video http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charity Message,ajv4711,_,0,0,@YouTube,_,0.1415739106756708,False
2018-11-23 21:38:03+00:00,I liked a @YouTube video http://youtu.be/ZTbDJPqmRA0?a 100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charity Message,SweetPaulaDee,_,0,1,@YouTube,_,0.0053637010034501,False
2018-11-22 00:25:13+00:00,The California Fires Vs The High Speed Rail Planned Route ,SamanthaSAS,_,1,1,_,_,0.0042683062228309,False
2018-11-21 20:43:06+00:00,"Funny how the California fires are just blazing over private property in the exact path of the ""high speed rail"". smh",JPMediaBoss,_,1,1,_,_,0.0015543510151536,False
2018-11-21 01:08:33+00:00,100 Billion USD High Speed Rail &amp; The California Fires. Anonymous Charit... https://youtu.be/ZTbDJPqmRA0 via @YouTube,DrThickAndLong,_,0,0,@YouTube,_,0.0859040924365372,False
2018-11-20 03:08:19+00:00,"I liked a @YouTube video http://youtu.be/9BHPb8chlWs?a MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Eminent Domain &amp;",amandajnmaui9,_,0,0,@YouTube,_,0.0087506940092443,False
2018-11-19 16:21:57+00:00,California Fires Line Up Exactly in the Path as CA High Speed Rail System http://fromthetrenchesworldreport.com/california-fires-line-up-exactly-in-the-path-as-ca-high-speed-rail-system/236676 via @FromtheTrenches,RobertJerge,_,0,0,@fromthetrenches,_,0.0068261748847738,False
2018-11-19 14:30:54+00:00,California Fires Line Up Exactly in the Path as CA High Speed Rail System http://fromthetrenchesworldreport.com/california-fires-line-up-exactly-in-the-path-as-ca-high-speed-rail-system/236676 via @FromtheTrenches,Matrixprisoner6,_,0,0,@fromthetrenches,_,0.0165667522459698,False
2018-11-19 13:26:19+00:00,California Fires Line Up Exactly in the Path as CA High Speed Rail System http://fromthetrenchesworldreport.com/california-fires-line-up-exactly-in-the-path-as-ca-high-speed-rail-system/236676,linsayell00,_,0,0,_,_,0.2868686645806602,False
2018-11-19 12:33:35+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs @YouTubeより",kainako,_,0,0,@YouTube,_,0.0031341292841239,False
2018-11-19 01:53:52+00:00,just saw my first “California Fires Line Up Perfectly With High Speed Rail Plans. Coincidence?” conspiracy posted by someone I follow on IG. So I guess that’s a thing people are going to believe now.,hailsyeah,_,0,1,_,_,0.0011419021345915,False
2018-11-18 16:05:37+00:00,"Follow down the rabbit hole of Directed Energy Weapons, Solar Powered microwave radio frequencies, PG&E and the California Fires... there are no coincidences.. areas burned being appropriated or purchased by Chinese for high speed rail project.. Feinstein Hubby has contract ",GoldenQFairie,TheBadDadder,1,1,_,_,0.0145436808630944,False
2018-11-18 15:09:36+00:00,"42 Dead in California Fires, 200 Missing, Volcanos and High Speed Rail C... https://youtu.be/xv7WntVQ6uo via @YouTube Holly",AngelTibbs,_,0,0,@YouTube,_,0.0047755755294263,False
2018-11-18 05:19:31+00:00,This verified account with 170k followers thinks that the California fires were started with laser beams from space to make way for a high-speed rail system. I have no words. ,fMRI_guy,MichaelCoudrey,5,27,_,_,0.0022344951904619,False
2018-11-18 03:06:44+00:00,3.)There is talk on social media about DEWs (Directed Energy Weapons) being used to purposely start the California fires. Whether a land grab for the High Speed Rail or Federal funding because CA is broke due to failed liberal policies or even ‘Agenda 21’. Consider this ,MrETweetz,_,0,4,_,_,0.0038317559975942,False
2018-11-18 02:29:35+00:00,"SPECIAL: California Fires, DEW Weapons, High-Speed Rail? UPDATE 8: Home Sliced in Half -- This is NOT NORMAL @StevePieczenik https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",frLarousse2,_,0,0,@StevePieczenik,_,0.0053637010034501,False
2018-11-18 02:13:29+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",Jorju5,_,0,0,@YouTube,_,0.0060434470460022,False
2018-11-18 01:51:56+00:00,@dorimonson so this is totally in conspiracy theory land but a FB Friend pointed out the similarities between the California fires and the path of the high speed rail #KindaCrazy,mattgilblezy,_,2,3,@dorimonson,#KindaCrazy,0.001634714911598,False
2018-11-18 00:18:02+00:00,"This guy has started a #conspiracy about the California fires caused by Edison Electric. Basically, it was a new laser tech the Air Force has and the fires were intentional to make way for the politician money scheme, CA high speed rail project ",nihaocharles,MichaelCoudrey,0,0,_,#conspiracy,0.0011785984309163,False
2018-11-17 22:39:24+00:00,"I may be naive, but difficult to believe California fires are somehow intentional to clear a path for High Speed Rail. Possibly being pushed by the QANON cult? Seems WAY over the top but??? Thoughts??",LapuzzaBill,_,0,0,_,_,0.2031652586811576,False
2018-11-17 20:25:58+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,Gingersnap_,_,0,0,_,_,0.0042683062228309,False
2018-11-17 18:35:45+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,ginsbiz1,_,0,2,_,_,0.0216032169551468,False
2018-11-17 17:05:15+00:00,Has anyone else looked into the conspiracies around the California fires? In particular the high speed rail system plans they've mapped out,clezzauk,_,0,0,_,_,0.0112593465706467,False
2018-11-17 03:26:24+00:00,"Not saying this is the cause of all the California fires, but something definitely to think about! Oh, and did you know Diane Feinstein’s husband was awarded the billion dollar high speed rail contract? #CampFire",Theresa_Cali,_,1,3,_,#CampFire,0.0038317559975942,False
2018-11-17 01:01:29+00:00,"California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System, If it can be shown CA GOV WAS RESPONSIBLE FOR THE FIRES, I WOULD HANG J. BROWN AND ALL HIS PEOPLE THEY KILLED HOW MANY FOR GREED.",jdpent01,_,0,0,_,_,0.0414251258494766,False
2018-11-17 00:55:12+00:00,"California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System, The land still belongs to the http://owners.It will take years to buy out.",jdpent01,_,0,0,_,_,0.0414251258494766,False
2018-11-16 22:36:52+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",Michigander96,_,0,0,@YouTube,_,0.0414251258494766,False
2018-11-16 20:36:10+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,Crossthread8D,_,0,1,_,_,0.0024124820419756,False
2018-11-16 17:30:59+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",YellowjoyLynn,_,1,0,@YouTube,_,0.0034565375041747,False
2018-11-16 14:10:28+00:00,"CALIFORNIA ""FIRES"" ARE THE NEW 9/11 -- Direct Energy Weapons used to murder families and destroy homes along the route of high-speed rail system. Sen. Diane Feinstein's husband just awarded $billion $contract to start building it. WE ARE AT WAR! #QAnon #TheGreatAwakening",BartMarshall3,_,17,12,_,#QAnon #TheGreatAwakening,0.0022344951904619,False
2018-11-16 13:43:19+00:00,https://youtu.be/z_QLrg6U93Q California fires line up with High Speed Rail Line. Feinstein's husband wins billion dollar rail contract. Do you believe in coincidences ? ⁦@realDonaldTrump⁩ ⁦@LionelMedia⁩ ⁦⁦@seanhannity⁩ ⁦@tracybeanz⁩,Katmcbeez,_,3,2,@realDonaldTrump @LionelMedia @seanhannity @tracybeanz,_,0.0321832202696962,False
2018-11-16 12:08:33+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) ,cristo_llena,_,1,2,_,_,0.0087506940092443,False
2018-11-16 09:24:46+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,chokenkotai,_,0,0,_,_,0.7642023402653852,True
2018-11-16 06:39:56+00:00,"I liked a @YouTube video http://youtu.be/9BHPb8chlWs?a MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Eminent Domain &amp;",CereneChristine,_,0,1,@YouTube,_,0.0321832202696962,False
2018-11-16 05:34:43+00:00,"SPECIAL: California Fires, DEW Weapons, High-Speed Rail? UPDATE 5: Forced Resettlement Using Arson by Microwave? ",stopthatjunk,_,0,0,_,_,0.0112593465706467,False
2018-11-16 05:32:03+00:00,"Who the hell is Mike Tokes, and why does he believe laser beams from outer space started the California fires along the pathway of the planned California High Speed Rail System? He claims to be a GOP candidate promoter. Somehow, I'm not surprised.",BlueStateBabe1,_,0,1,_,_,0.0024124820419756,False
2018-11-16 04:01:42+00:00,California Fires clearing path for High Speed Rail System!! https://www.youtube.com/watch?v=PDc8DDhBNEI&amp;feature=share,catherinebh,_,1,1,_,_,0.0042683062228309,False
2018-11-16 03:30:16+00:00,THERES A CONSPIRACY THEORY SAYING THAT THE CALIFORNIA FIRES ARE MAN MADE SO THE GOV CAN BUILD THE HIGH SPEED RAIL AND THEY DIDNT HAVE TO BUY LAND FROM PEOPLE,xoellaa,_,1,9,_,_,0.0011785984309163,False
2018-11-16 02:04:38+00:00,"California Fires! Swalwell, Jerry Brown, High Speed Rail Trail!Burned the Houses in the way! No problem! No need for eminent domain, most couldn’t afford to rebuild! @realDonaldTrump @marklevinshow @tedcruz @Jim_Jordan @isawthat9 @RealJamesWoods @jamesco15904638 @MichaelDelauzon",LevensonLaura,_,1,1,@realDonaldTrump @marklevinshow @tedcruz @Jim_Jordan @isawthat9 @RealJamesWoods @jamesco15904638,_,0.0127884311772461,False
2018-11-16 01:25:33+00:00,"California Fires, AMERICA 2050, High-Speed Rail System, Eminent Domain ... https://youtu.be/gAYYKJd8f1g via @YouTube",EasleyAlan,_,0,0,@YouTube,_,0.0020801266669107,False
2018-11-16 00:54:07+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,13patrickfields,_,0,0,_,_,0.7161435017477831,True
2018-11-15 22:53:30+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,saniZzzzzz101,_,0,0,_,_,0.0024124820419756,False
2018-11-15 22:38:29+00:00,"I liked a @YouTube video http://youtu.be/gAYYKJd8f1g?a California Fires, AMERICA 2050, High-Speed Rail System, Eminent Domain &amp; Funding",VictoriahjBlac1,_,0,0,@YouTube,_,0.3868425932473016,False
2018-11-15 22:32:08+00:00,"California Fires, AMERICA 2050, High-Speed Rail System, Eminent Domain &amp; Funding http://conspiracydailyupdate.com/2018/11/16/california-fires-america-2050-high-speed-rail-system-eminent-domain-funding/",conspiracydup,_,0,0,_,_,0.0053637010034501,False
2018-11-15 22:31:29+00:00,"Apparently there's a conspiracy theory about the California fires purporting that LASERS were shot down Death Star style to destroy homes for the high speed rail project and the fires cover it up. Dudes, if we had Death Star technology, we probably wouldn't need high speed rail.",mikechenwriter,_,2,17,_,_,0.0024124820419756,False
2018-11-15 22:29:40+00:00,"California Fires, AMERICA 2050, High-Speed Rail System, Eminent Domain ... https://youtu.be/gAYYKJd8f1g via @YouTube",MaHaAshaAlyne33,_,0,0,@YouTube,_,0.0068261748847738,False
2018-11-15 22:05:30+00:00,"Do the California fires overlap with the proposed high speed rail project? Prayers for the victims who have lost so much, and for the emergency personnel risking their lives! #qanon #MAGA #WWG1WGA",Skullduggerist1,_,0,0,_,#qanon #MAGA #WWG1WGA,0.0189044167586513,False
2018-11-15 21:12:50+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",Muthofmany,_,0,0,@YouTube,_,0.0026183131920431,False
2018-11-15 20:50:04+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",Eve_GardenEden,_,0,0,@YouTube,_,0.1415739106756708,False
2018-11-15 20:22:02+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,NiceGuy504,_,0,0,_,_,0.0145436808630944,False
2018-11-15 20:02:56+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) | Prophecy #moonbeam did this? https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,maga_cdr,_,0,0,_,#moonbeam,0.0077240548795219,False
2018-11-15 19:49:56+00:00,#CALIFORNIA FIRES BURN WHERE HIGH SPEED RAIL IS SLATED TO GO.. ,mrmikebullock,FriendlyJMC,0,0,_,#CALIFORNIA,0.0467737825040808,False
2018-11-15 19:26:27+00:00,"SPECIAL: California Fires, DEW Weapons, High-Speed Rail? UPDATE 5: Forced Resettlement Using Arson by Microwave? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/ FINALLY THIS IS OUT BIG TIME.",stopthatjunk,_,1,0,_,_,0.0112593465706467,False
2018-11-15 19:10:10+00:00,"Hold up Feinstein, husband high speed rail, California fires, PGandE...hmmm",redmedic6,dmills3710,4,10,_,_,0.0022344951904619,False
2018-11-15 19:02:57+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",MelenaJ,_,0,0,@YouTube,_,0.0042683062228309,False
2018-11-15 18:59:09+00:00,"SPECIAL: California Fires, DEW Weapons, High-Speed Rail? UPDATE 5: Forced Resettlement Using Arson by Microwave? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/ / @Mundoconmisojos @alaramay",libertad1510,_,1,0,@Mundoconmisojos @alaramay,_,0.0282255522210501,False
2018-11-15 18:54:57+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Eminent Domain &amp; Funding https://www.bitchute.com/video/9BHPb8chlWs/ #BitChute",ProudNavyMom56,_,0,1,_,#BitChute,0.0216032169551468,False
2018-11-15 18:41:30+00:00,@USAWatchdog @SGTreport @RealistNews @RealInfoWars Don't you find it interesting that the California Fires have all been in the path of the PROPOSED High Speed Rail in Calif where Feinsteins Husband won the contract to build the rail system last year. #GITMO #DrainTheSwamp,Vindictive2u,_,0,0,@USAWatchdog @SGTreport @RealistNews @RealInfoWars,#GITMO #DrainTheSwamp,0.2564674002687074,False
2018-11-15 18:35:48+00:00,@realDonaldTrump @AGWhitaker_ @SenFeinstein Don't you find it interesting that the California Fires have all been in the path of the PROPOSED High Speed Rail in Calif where Feinsteins Husband won the contract to build the rail system last year. #GITMO,Vindictive2u,_,0,0,@realDonaldTrump @AGWhitaker_ @SenFeinstein,#GITMO,0.2564674002687074,False
2018-11-15 18:23:12+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) ,BenitaStephens3,_,30,21,_,_,0.0034565375041747,False
2018-11-15 18:21:32+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",revdonna,_,0,0,@YouTube,_,0.0145436808630944,False
2018-11-15 18:21:24+00:00,"I liked a @YouTube video http://youtu.be/9BHPb8chlWs?a MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Eminent Domain &amp;",revdonna,_,0,0,@YouTube,_,0.0145436808630944,False
2018-11-15 18:05:11+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Em... https://youtu.be/9BHPb8chlWs via @YouTube",LightBlade1111,_,0,0,@YouTube,_,0.0031341292841239,False
2018-11-15 17:59:35+00:00,Who else thinks the government deliberately started these California fires to make way for the high speed rail system?,TopeTanya,_,0,5,_,_,0.0087506940092443,False
2018-11-15 17:57:10+00:00,"MUST SEE !!! America 2050, High-Speed Rail System, California Fires, Eminent Domain &amp; Funding http://conspiracydailyupdate.com/2018/11/16/must-see-america-2050-high-speed-rail-system-california-fires-eminent-domain-funding/",conspiracydup,_,0,0,_,_,0.0053637010034501,False
2018-11-15 17:39:05+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,TracieLeeCan,_,0,0,_,_,0.0087506940092443,False
2018-11-15 16:35:24+00:00,It’s sure is coincidental that the California fires seem to correspond with the needed easement for this “high speed rail”. We need answers ,standb4him70,JohnnyT_Anon,0,0,_,_,0.0053637010034501,False
2018-11-15 16:20:05+00:00,California Fires clearing path for High Speed Rail System!! https://youtu.be/2ywzJVHzKZw via @YouTube,USARebelSway,_,0,0,@YouTube,_,0.0974138911904893,False
2018-11-15 16:09:13+00:00,California Fires clearing path for High Speed Rail System!! https://youtu.be/2ywzJVHzKZw via @YouTube,Angelbuny,_,0,0,@YouTube,_,0.0028569400946129,False
2018-11-15 16:07:39+00:00,California Fires clearing path for High Speed Rail System!! https://youtu.be/2ywzJVHzKZw via @YouTube,SuzyQ_TxPatriot,_,1,0,@YouTube,_,0.0099223000945679,False
2018-11-15 09:30:23+00:00,"SPECIAL: California Fires, DEW Weapons, High-Speed Rail? UPDATE 1: Proof Video, Smart Meters? UPDATE 2: Patents Precision Space-Based Microwave Firestarters https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",yojudenz,_,0,0,_,_,0.0594248020027063,False
2018-11-15 04:16:30+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,ginsalrod1,_,1,0,_,_,0.3528904417922491,False
2018-11-15 04:07:20+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) | Prophecy https://beforeitsnews.com/v3/prophecy/2018/2500999.html,WeBeTUFF,_,0,0,_,_,0.0053637010034501,False
2018-11-14 22:36:06+00:00,"True? - ""California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video)"" https://beforeitsnews.com/v3/prophecy/2018/2500999.html",Mary_Burgess,_,0,0,_,_,0.0189044167586513,False
2018-11-14 21:55:56+00:00,"@JoeTalkShow Joe, the looneys are trying make a conspiracy theory out of the pathways of California fires following the pathways of the new proposed high speed rail. That's nuts. Fire burns up and railroads operate along natures pathways of valleys. Of course they'd line up!",TimNaples,_,0,0,@JoeTalkShow,_,0.0013090811965793,False
2018-11-14 21:09:02+00:00,"SPECIAL: California Fires Caused by DEW Weapons, Clear Route for High-Speed Rail? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",Beate1952,_,0,0,_,_,0.0282255522210501,False
2018-11-14 20:10:17+00:00,The california's fire are being caused by Direct Energy Weapon. P g and e is a Rothchild corporation. The path of the california fires are the exact path of the proposed high speed rail. Diane Feinsteins husband Richard Blum is expected to get the high speed rail contract ,KarenRa13423777,_,0,4,_,_,0.0031341292841239,False
2018-11-14 20:04:01+00:00,Yesterday I accidentally followed a bot that was posting right wing Facebook conspiracy theories. The main one being that a shady government cabal had set all the California fires to clear a path for high speed rail. I kid you not.,AgentSiegfried,Manateejay,0,10,_,_,0.0020801266669107,False
2018-11-14 20:02:25+00:00,Direct Energy Weapon. P g and e is a Rothchild corporation. The path of the california fires are the exact path of the proposed high speed rail. Diane Feinsteins husband Richard Blum is expected to get the high speed rail contract,KarenRa13423777,realDonaldTrump,0,0,_,_,0.0031341292841239,False
2018-11-14 19:37:45+00:00,Direct Energy Weapon. P g and e is a Rothchild corporation. The path of the california fires are the exact path of the proposed high speed rail. Diane Feinsteins husband Richard Blum is expected to get the high speed rail contract ,KarenRa13423777,realDonaldTrump,0,0,_,_,0.0031341292841239,False
2018-11-14 19:23:56+00:00,So this high speed rail system justifies murder by the elite? California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,ThomasS37982821,_,0,0,_,_,0.2564674002687074,False
2018-11-14 19:13:23+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,kylie_oneil75,_,0,0,_,_,0.0145436808630944,False
2018-11-14 18:27:55+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) | Prophecy https://beforeitsnews.com/v3/prophecy/2018/2500999.html,andrewnaguerra,_,0,0,_,_,0.0758323567088094,False
2018-11-14 17:41:02+00:00,Direct Energy Weapon. P g and e is a Rothchild corporation. The path of the california fires are the exact path of the proposed high speed rail. Diane Feinsteins husband Richard Blum is expected to get the high speed rail contract ,KarenRa13423777,realDonaldTrump,0,0,_,_,0.0031341292841239,False
2018-11-14 17:17:41+00:00,"SPECIAL: California Fires Caused by DEW Weapons, Clear Route for High-Speed Rail? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",5467dieweg,_,0,0,_,_,0.0087506940092443,False
2018-11-14 17:16:27+00:00,Direct Energy Weapon. P g and e is a Rothchild corporation. The path of the california fires are the exact path of the proposed high speed rail. Diane Feinsteins husband Richard Blum is expected to get the high speed rail contract ,KarenRa13423777,TheRealRaNon,224,235,_,_,0.0031341292841239,False
2018-11-14 16:44:22+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) | Prophecy https://beforeitsnews.com/v3/prophecy/2018/2500999.html,crlathrop,_,0,0,_,_,0.0974138911904893,False
2018-11-14 16:08:22+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,TMichaelRiddle,_,0,0,_,_,0.0189044167586513,False
2018-11-14 15:52:07+00:00,"SPECIAL: California Fires Caused by DEW Weapons, Clear Route for High-Speed Rail? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",LiamDermott1881,_,0,0,_,_,0.0038317559975942,False
2018-11-14 15:34:47+00:00,"VERY IMPORTANT SPECIAL: California Fires Caused by DEW Weapons, Clear Route for High-Speed Rail? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",LiamDermott1881,_,0,0,_,_,0.0038317559975942,False
2018-11-14 15:03:30+00:00,FISHY CALIFORNIA FIRES AND OTHER STUFF https://gizadeathstar.com/?p=27608 via @gizadeathstar Just thinking! Could the fires be along the route for the California High Speed Rail.(CHSR)?? Faster with Fire #WWG1WGA,Barbara58330201,_,0,0,@gizadeathstar,#WWG1WGA,0.0087506940092443,False
2018-11-14 15:00:55+00:00,"SPECIAL: California Fires Caused by DEW Weapons, Clear Route for High-Speed Rail? https://phibetaiota.net/2018/11/special-california-fires-caused-by-dew-weapons-clear-route-for-high-speed-rail/",St3llaNova,_,0,0,_,_,0.0127884311772461,False
2018-11-14 14:40:01+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) https://beforeitsnews.com/v3/prophecy/2018/2500999.html,Hornet238,_,0,0,_,_,0.0020801266669107,False
2018-11-14 13:36:31+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) | Prophecy https://beforeitsnews.com/v3/prophecy/2018/2500999.html,JaimeABurbano,_,0,0,_,_,0.0068261748847738,False
2018-11-14 08:29:13+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System (Video) ,AmpatuanAnisa,_,0,0,_,_,0.0974138911904893,False
2018-11-14 07:47:56+00:00,Wow how convenient same path and the land is hella lot cheaper and American lives California Fires in Same Path as High Speed Rail System http://fire.ca.gov/general/firemaps https://www.buildhsr.com/maps/corridoralignment/,flyingx3,_,4,5,_,_,0.0145436808630944,False
2018-11-14 05:44:21+00:00,California Fires Revelation! Fires Line Up Exactly in the Path as CA High Speed Rail System https://m.beforeitsnews.com/v3/prophecy/2018/2500999.html,rembrandt_1981,_,0,0,_,_,0.0165667522459698,False
2018-11-14 05:13:13+00:00, WHO IS RESPONSIBLE FOR ALL CALIFORNIA FIRES? =&gt; D.E.W. - CONNECT THE DOTS: Dianne Feinstein’s Husband Wins Near-Billion Dollar California ‘ High-Speed Rail’ Contract - https://sbynews.blogspot.com/2017/01/dianne-feinsteins-husband-wins-near.html,lourdesmz,_,18,22,_,_,0.0077240548795219,False
